vendor_name,vendor_category,vendor_state,vendor_area,vendor_city,property_type,venue_start_year,vendor_address,vendor_contact_info,vendor_google_map,no_of_rooms,per_room_price,starting_decor_price,veg_price_per_plate,nonveg_price_per_plate,destination_price,destination_details,small_party_venue,space_available,parking_policy,catering_policy,decor_policy,dj_policy,alcohol_policy,event_space_name_1,event_space_type_1,seating_guests_1,floating_guests_1,event_space_name_2,event_space_type_2,seating_guests_2,floating_guests_2,event_space_name_3,event_space_type_3,seating_guests_3,floating_guests_3,event_space_name_4,event_space_type_4,seating_guests_4,floating_guests_4,event_space_name_5,event_space_type_5,seating_guests_5,floating_guests_5,event_space_name_6,event_space_type_6,seating_guests_6,floating_guests_6,event_space_name_7,event_space_type_7,seating_guests_7,floating_guests_7,event_space_name_8,event_space_type_8,seating_guests_8,floating_guests_8
Manvar Desert Camp & Resort,Wedding Venues,83,Jodhpur,2037,Resort,,"Manvar Desert Camp & Resort, National Highway 125, Khiyasariya, Rajasthan, India",9414129767,"https://www.google.com/maps?q=26.6773171,72.3239057",21 Rooms,"5,000","30,000",800,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,900,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardar Club,Wedding Venues,83,Air Force Area,2037,Wedding Lawn,,"Sardar Club, Air Force Area, Jodhpur, Rajasthan, India",2912670120,"https://www.google.com/maps?q=26.2635232,73.0349468",18 Rooms,"2,500",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,350,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bella Vista Jodhpur Luxury Resort,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,"BELLA VISTA JODHPUR Luxury Resort, National highway 112, Jodhpur, Rajasthan, India",9571582222,"https://www.google.com/maps?q=26.2677102,73.2613271",12 Rooms,,,35000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet Hall and Lawn,Indoor & Outdoor Area,200,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS Garden,Wedding Venues,83,Rawat Nagar,2037,Wedding Lawn,,"PS Garden, Surpura Bypass Road, Shikshak Nagar, Mata Ka Than, Rawat Nagar, Jodhpur, Rajasthan, India",7822928004,"https://www.google.com/maps?q=26.321546,73.0812223",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Ghanchi Samaj Ki Bageychi,Wedding Venues,83,Sardarpura,2037,Banquet Hall,,"Sardarpura, Jodhpur, Rajasthan, India",9928826789,"https://www.google.com/maps?q=26.2772956,73.01202450000001",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet hall,Indoor Area,250,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Grand Turf,Wedding Venues,83,Jhalamand,2037,Banquet Hall & Lawn,,"The Grand Turf Pure Vegetarian Family Restaurant, Pali Highway, Meera Nagar, Jodhpur, Rajasthan, India",9619319099,"https://www.google.com/maps?q=26.2207012,73.0414787",2 Rooms,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn and Dining Area,Indoor & Outdoor Area,1000,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Resort & Restaurant,Wedding Venues,83,Cantt Area,2037,Wedding Lawn,,"Apple Resort & Restaurant, near Bodhi International School, Shikargarh Enclave, Sirodi, Jodhpur, Rajasthan, India",7737159254,"https://www.google.com/maps?q=26.2757949,73.0784725",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,2500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fomo Jodhpur,Wedding Venues,83,Jodhpur,2037,Banquet Hall,,"Shastri Nagar, Jodhpur, Rajasthan, India",7889929961,"https://www.google.com/maps?q=26.2626317,73.0046071",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet Hall,Indoor Area,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaradhya Greens,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"NH 62  PALI ROAD, OPP. 10C Colony",9829224313,"https://www.google.com/maps?q=26.3430678,73.1526623",,"500,000",,800,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,750,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parihar Garden,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Mata Ka Than, Rawat Nagar, Jodhpur, Rajasthan, India",9166510914,"https://www.google.com/maps?q=26.319141,73.0729934",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,950,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarks Exotica Resort & Camp,Wedding Venues,83,Jodhpur,2037,Banquet Hall,,"Clarks Exotica Resort & Camp , Dechu - Jodhpur, Phalodi - Dechu Road, NH125, Gumanpura, Rajasthan, India",8875005501,"https://www.google.com/maps?q=26.8308954,72.31587309999999",8 Rooms,"1,599",,650,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet Hall ,Indoor Area,500,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Santok Palace,Wedding Venues,83,Mandore,2037,Lawn & Banquet Hall,,"Shree Santok Palace, Mandore, Jodhpur, Rajasthan, India",9829105371,"https://www.google.com/maps?q=26.34682699999999,73.044528",,,,550,650,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,250,450,Lawn,Outdoor Area,350,600,,,,,,,,,,,,,,,,,,,,,,,,
Zest Damodar Garh - The Ultimate Stress Free Zone,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Zest Damodar Garh - The Ultimate Stress Free Zone, Ahead Hotel Indana Palace, Shyam Bagh, Sirodi, Jodhpur, Rajasthan, India",7737193939,"https://www.google.com/maps?q=26.2552173,73.0768882",5 Rooms,"3,500",,650,850,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajit Bhawan Palace Hotel,Wedding Venues,83,Air Force Area,2037,Hotel,,"Circuit House Road, Jodhpur, Rajasthan 342006",9928754913,"https://www.google.com/maps?q=26.23894689999999,73.02430939999999",64 Rooms,"20,000",,2000,2500,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",J Bar,Indoor Area,40,100,Garden Restaurant,Outdoor Area,100,150,Jodhpur Cafe ,Indoor Area,130,200,Zanana Garden,Outdoor Area,500,750,,,,,,,,,,,,,,,,
Udaigarh Palace Hotel,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,"Opp. Shri Ram Hospital, Prem Nagar, Jodhpur, Rajasthan 342027",9783984447,"https://www.google.com/maps?q=26.3191183,73.12020800000005",25 Rooms,"1,200","75,000",150000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall 1,Indoor Area,100,150,Banquet Hall 2,Indoor Area,200,250,Lawn 1,Outdoor Area,500,700,Lawn,Outdoor Area,1000,1300,,,,,,,,,,,,,,,,
Hotel Kissan Legacy,Wedding Venues,83,Sardarpura,2037,Banquet Hall,,"Sardarpura, Jodhpur, Rajasthan, India",9983372999,"https://www.google.com/maps?q=26.2772956,73.01202450000001",15 Rooms,"2,500",,500,650,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Hall ,Indoor Area,85,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirali Dhani,Wedding Venues,83,Chopasni Housing Board,2037,Hotel,,"Nirali Dhani, Chopasni Housing Board, Jodhpur, Rajasthan, India",8504900019,"https://www.google.com/maps?q=26.26555999999999,72.963025",50 Rooms,"6,500","30,000",800,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,500,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Dehra Fort,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,"Hotel Dehra Fort, Balesar, Rajasthan, India",9636167876,"https://www.google.com/maps?q=26.5671878,72.33305539999999",25 Rooms,"5,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,800,1000,Lawn,Outdoor Area,1200,1500,,,,,,,,,,,,,,,,,,,,,,,,
Pithora Garh,Wedding Venues,83,Rawat Nagar,2037,Banquet Hall,,"Land mark durga Jewellers, Banar Rd, Ekta Nagar, Ramzan Ji Ka Hattha, Jodhpur, Rajasthan 342001",7947060893,"https://www.google.com/maps?q=26.3198156,73.1080449",,"30,000",,750,850,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",lawn,Indoor Area,250,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Garden Villa,Wedding Venues,83,Jodhpur,2037,Hotel,,,928498377,,42 Rooms,"1,500",,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,250,400,Hall,Indoor Area,60,100,,,,,,,,,,,,,,,,,,,,,,,,
"Park Plaza, Jodhpur",Wedding Venues,83,Air Force Area,2037,4 Star Hotel,,"Park Plaza Jodhpur, Panch Batti Circle, Air Force Area, Jodhpur, Rajasthan, India",,"https://www.google.com/maps?q=26.2684362,73.03832109999999",26 Rooms,"3,000","40,000",850,950,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Restaurant,Indoor Area,60,100,Lawn,Outdoor Area,200,350,,,,,,,,,,,,,,,,,,,,,,,,
The Fern Residency,Wedding Venues,83,Ratanada,2037,4 Star Hotel,,"The Fern Residency, Subhash Chowk, Ratanada, Jodhpur, Rajasthan, India",8003891888,"https://www.google.com/maps?q=26.2797726,73.03053109999996",51 Rooms,"2,200",,700,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet hall1,Indoor Area,100,150,Banquet hall2,Indoor Area,50,80,restaurant ,Indoor Area,30,40,,,,,,,,,,,,,,,,,,,,
Silver Oak,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"Mandore, Jodhpur, Rajasthan, India",9314712748,"https://www.google.com/maps?q=26.3427037,73.0443233",,,,500,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,1800,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Marwar Regency Hotel,Wedding Venues,83,Jodhpur,2037,Hotel,,"The Marwar Regency Hotel, Rto, Paota C Road, Roop Nagar, BJS Colony, Jodhpur, Rajasthan, India",9269907619,"https://www.google.com/maps?q=26.3059009,73.05735729999999",45 Rooms,"3,000",,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,,,"In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,450,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thar Oasis Resort,Wedding Venues,83,Jodhpur,2037,Resort,,"Gumanpura filling Station, Jodhpur, Rajasthan 342314, India",8875005533,"https://www.google.com/maps?q=26.7986917,72.31386479999999",56 Rooms,"4,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Resort ,Indoor & Outdoor Area,1300,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eight Steps Resort,Wedding Venues,83,Jodhpur,2037,Banquet Hall,,"Mandalnath Circle, Daijar, Rajasthan",9116533888,"https://www.google.com/maps?q=26.3967641,73.0759446",,"3,500",,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall with Lawn,Indoor Area,750,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Govindam Garden,Wedding Venues,83,Rawat Nagar,2037,Wedding Lawn,,"Shri Govindam Garden, D-Kirtinagar, Rawat Nagar, Jodhpur, Rajasthan, India",9314909345,"https://www.google.com/maps?q=26.3264747,73.074469",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamzam International,Wedding Venues,83,Bhadu Market,2037,Hotel,,"Gangana Bridge, Chaukhan, Rajasthan 342014, India",8233557776,"https://www.google.com/maps?q=26.23495939999999,72.93346749999999",42 Rooms,"5,000",,50000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,,"In house alcohol not available, Outside alcohol  permitted",Banquet Hall,Indoor Area,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zone Palace By The Park, Phalodi",Wedding Venues,83,Jodhpur,2037,5 Star Fort / Palace Hotel,,"Zone Palace By The Park, Phalodi, Dadha Street, Phalodi, Rajasthan, India",2925223813,"https://www.google.com/maps?q=27.1317497,72.35982",25 Rooms,"3,000",,1000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet,Indoor Area,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Villa Holiday Home,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Shikargarh, Jodhpur, Rajasthan, India",9166580075,"https://www.google.com/maps?q=26.2755303,73.0822157",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Terrace,Outdoor Area,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Shri Ram Excellency,Wedding Venues,83,Sardarpura,2037,Banquet Hall,,"Hotel Shri Ram Excellency, Residency Road, Opp. Medical College, Sardarpura, Jodhpur, Rajasthan, India",2912614101,"https://www.google.com/maps?q=26.2719547,73.0089026",24 Rooms,"5,000","25,000",550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol  permitted",Hall1,Indoor Area,200,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GenX,Wedding Venues,83,Chopasni Housing Board,2037,Hotel,,"GenX Jodhpur, Colony, 1st, Kamla Nehru Nagar II, Defence Colony, Jodhpur, Rajasthan, India",7737185709,"https://www.google.com/maps?q=26.27315119999999,72.9789376",39 Rooms,"2,500",,450,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol  permitted",Hall 1,Indoor Area,100,150,Hall 2,Indoor Area,60,100,,,,,,,,,,,,,,,,,,,,,,,,
Aadarsh Green,Wedding Venues,83,Pratap Nagar,2037,Lawn & Banquet Hall,,Kabir Nagar Jodhpur Jodhpur,9214426588,"https://www.google.com/maps?q=26.2994785,72.9941482",15 Rooms,"2,000",,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,250,400,Lawn,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,
Vrindavan Garden & Hotel,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,"Vrindavan Garden & Hotel - Banar, NH 112, Jodhpur, Rajasthan, India",9142354235,"https://www.google.com/maps?q=26.318841,73.165138",15 Rooms,"2,000","300,000",200000,,,(incl. Rooms + 3 Meals + Venue) /day for 15  rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted", Hall &Lawn,Indoor & Outdoor Area,1800,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashoka Royal Hotel,Wedding Venues,83,Paota,2037,Wedding Lawn,,"Paota Circle, Bhadwasiya, Paota, Jodhpur, Rajasthan 342006, India",9252553537,"https://www.google.com/maps?q=26.2952664,73.03996029999999",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available ,  Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,300,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotel Apex International, Sardarpura",Wedding Venues,83,Sardarpura,2037,Hotel,,"HOTEL APEX INTERNATIONAL, 9th C Road, Sardarpura, Jodhpur, Rajasthan, India",2912441896,"https://www.google.com/maps?q=26.2746362,73.00827869999999",42 Rooms,"3,000","15,000",650,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",hall,Indoor Area,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodhpur Farms - Farm Stay Jodhpur,Wedding Venues,83,Jodhpur,2037,Farmhouse With Banquet,,"Jodhpur farms - farm stay jodhpur, near Raj mava, Pithawas, Jodhpur, Rajasthan, India",6006377241,"https://www.google.com/maps?q=26.2530952,73.2317492",4 Rooms,,,300,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet ,Indoor Area,80,100,Lawn,Outdoor Area,350,500,,,,,,,,,,,,,,,,,,,,,,,,
Bageshwari Resort,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Chopasni Road, Suraj Nagar, Chopasni Housing Board, Jodhpur, Rajasthan, India",9462320351,"https://www.google.com/maps?q=26.2554913,72.96548299999999",,,,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skydeck6,Wedding Venues,83,Ajit Colony,2037,Party Restaurant / Lounge,,"Skydeck6 | Fine Dining | Rooftop Restaurant & Bar | Banquet Hall, Circuit House Road, Ajit Colony, Jodhpur, Rajasthan, India",9002110061,"https://www.google.com/maps?q=26.2838392,73.03818179999999",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Terrace / Rooftop space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Skydeck6 Jodhpur,Indoor Area,150,200,Terrace,Outdoor Area,100,120,,,,,,,,,,,,,,,,,,,,,,,,
